entry,at,order
"The player ""derek @ 8FJWmNLuTA"" passed the room ownership to ""Aleksey @ kinSywjHRk"".",2026-02-14T09:26:16.778Z,177106117677800
"The player ""derek @ 8FJWmNLuTA"" quits the game with a stack of 372.26.",2026-02-14T09:17:32.960Z,177106065296002
"The player ""ivan @ tihO-0MWCV"" quits the game with a stack of 98.22.",2026-02-14T09:17:32.960Z,177106065296001
"The player ""Aleksey @ kinSywjHRk"" stand up with the stack of 999.64.",2026-02-14T09:17:32.960Z,177106065296000
"-- ending hand #246 --",2026-02-14T09:17:30.028Z,177106065002802
"""Aleksey @ kinSywjHRk"" collected 5.00 from pot",2026-02-14T09:17:30.028Z,177106065002801
"Uncalled bet of 4.00 returned to ""Aleksey @ kinSywjHRk""",2026-02-14T09:17:30.028Z,177106065002800
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:17:29.198Z,177106064919800
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:17:26.986Z,177106064698600
"""Aleksey @ kinSywjHRk"" raises to 6.00",2026-02-14T09:17:26.177Z,177106064617700
"""derek @ 8FJWmNLuTA"" posts a big blind of 2.00",2026-02-14T09:17:22.817Z,177106064281706
"""ivan @ tihO-0MWCV"" posts a small blind of 1.00",2026-02-14T09:17:22.817Z,177106064281705
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (99.22) | #9 ""derek @ 8FJWmNLuTA"" (374.26) | #10 ""Aleksey @ kinSywjHRk"" (996.64)",2026-02-14T09:17:22.817Z,177106064281701
"-- starting hand #246 (id: 2jfxkh42sxfn)  No Limit Texas Hold'em (dealer: ""Aleksey @ kinSywjHRk"") --",2026-02-14T09:17:22.817Z,177106064281700
"-- ending hand #245 --",2026-02-14T09:17:19.785Z,177106063978502
"""derek @ 8FJWmNLuTA"" collected 26.00 from pot with Pair, A's (combination: 6♦, 8♥, 9♦, A♠, A♣)",2026-02-14T09:17:19.785Z,177106063978501
"""derek @ 8FJWmNLuTA"" shows a 4♠, A♠.",2026-02-14T09:17:19.785Z,177106063978500
"""ivan @ tihO-0MWCV"" calls 6.50",2026-02-14T09:17:18.977Z,177106063897700
"""derek @ 8FJWmNLuTA"" bets 6.50",2026-02-14T09:17:15.848Z,177106063584800
"""ivan @ tihO-0MWCV"" checks",2026-02-14T09:17:13.373Z,177106063337300
"River: 6♦, A♣, 8♥, 2♣ [9♦]",2026-02-14T09:17:11.781Z,177106063178100
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:17:10.973Z,177106063097300
"""ivan @ tihO-0MWCV"" checks",2026-02-14T09:17:08.689Z,177106062868900
"Turn: 6♦, A♣, 8♥ [2♣]",2026-02-14T09:17:01.773Z,177106062177300
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:17:00.835Z,177106062083500
"""ivan @ tihO-0MWCV"" checks",2026-02-14T09:16:59.256Z,177106061925600
"Flop:  [6♦, A♣, 8♥]",2026-02-14T09:16:51.705Z,177106061170500
"""ivan @ tihO-0MWCV"" calls 6.00",2026-02-14T09:16:50.883Z,177106061088300
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:16:45.056Z,177106060505600
"""derek @ 8FJWmNLuTA"" raises to 6.00",2026-02-14T09:16:43.109Z,177106060310900
"""ivan @ tihO-0MWCV"" posts a big blind of 2.00",2026-02-14T09:16:37.617Z,177106059761706
"""Aleksey @ kinSywjHRk"" posts a small blind of 1.00",2026-02-14T09:16:37.617Z,177106059761705
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (111.72) | #9 ""derek @ 8FJWmNLuTA"" (360.76) | #10 ""Aleksey @ kinSywjHRk"" (997.64)",2026-02-14T09:16:37.617Z,177106059761701
"-- starting hand #245 (id: zqtolixmy0wo)  No Limit Texas Hold'em (dealer: ""derek @ 8FJWmNLuTA"") --",2026-02-14T09:16:37.617Z,177106059761700
"""Aleksey @ kinSywjHRk"" shows a 7♥, 6♥.",2026-02-14T09:16:35.791Z,177106059579100
"-- ending hand #244 --",2026-02-14T09:16:33.896Z,177106059389603
"""ivan @ tihO-0MWCV"" collected 111.72 from pot with Pair, Q's (combination: 8♥, 9♣, 10♠, Q♦, Q♠)",2026-02-14T09:16:33.896Z,177106059389602
"""ivan @ tihO-0MWCV"" shows a Q♦, 8♥.",2026-02-14T09:16:33.896Z,177106059389601
"""derek @ 8FJWmNLuTA"" shows a K♣, 8♦.",2026-02-14T09:16:33.896Z,177106059389600
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:16:33.078Z,177106059307800
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:16:31.958Z,177106059195800
"River: 2♦, Q♠, 5♠, 9♣ [10♠]",2026-02-14T09:16:31.095Z,177106059109500
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:16:30.241Z,177106059024100
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:16:28.883Z,177106058888300
"Turn: 2♦, Q♠, 5♠ [9♣]",2026-02-14T09:16:28.012Z,177106058801200
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:16:27.192Z,177106058719200
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:16:25.758Z,177106058575800
"Flop:  [2♦, Q♠, 5♠]",2026-02-14T09:16:25.126Z,177106058512600
"""Aleksey @ kinSywjHRk"" calls 37.24",2026-02-14T09:16:24.324Z,177106058432400
"""derek @ 8FJWmNLuTA"" calls 37.24",2026-02-14T09:16:00.383Z,177106056038300
"""ivan @ tihO-0MWCV"" raises to 37.24 and go all in",2026-02-14T09:15:58.345Z,177106055834500
"""Aleksey @ kinSywjHRk"" posts a big blind of 2.00",2026-02-14T09:15:55.340Z,177106055534006
"""derek @ 8FJWmNLuTA"" posts a small blind of 1.00",2026-02-14T09:15:55.340Z,177106055534005
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (37.24) | #9 ""derek @ 8FJWmNLuTA"" (398.00) | #10 ""Aleksey @ kinSywjHRk"" (1034.88)",2026-02-14T09:15:55.340Z,177106055534001
"-- starting hand #244 (id: whttcwo6s703)  No Limit Texas Hold'em (dealer: ""ivan @ tihO-0MWCV"") --",2026-02-14T09:15:55.340Z,177106055534000
"-- ending hand #243 --",2026-02-14T09:15:52.370Z,177106055237002
"""Aleksey @ kinSywjHRk"" collected 5.00 from pot",2026-02-14T09:15:52.370Z,177106055237001
"Uncalled bet of 4.00 returned to ""Aleksey @ kinSywjHRk""",2026-02-14T09:15:52.370Z,177106055237000
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:15:51.557Z,177106055155700
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:15:45.218Z,177106054521800
"""Aleksey @ kinSywjHRk"" raises to 6.00",2026-02-14T09:15:44.357Z,177106054435700
"""derek @ 8FJWmNLuTA"" posts a big blind of 2.00",2026-02-14T09:15:29.613Z,177106052961306
"""ivan @ tihO-0MWCV"" posts a small blind of 1.00",2026-02-14T09:15:29.613Z,177106052961305
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (38.24) | #9 ""derek @ 8FJWmNLuTA"" (400.00) | #10 ""Aleksey @ kinSywjHRk"" (1031.88)",2026-02-14T09:15:29.613Z,177106052961301
"-- starting hand #243 (id: 5mpqjr2vyz2z)  No Limit Texas Hold'em (dealer: ""Aleksey @ kinSywjHRk"") --",2026-02-14T09:15:29.613Z,177106052961300
"""Aleksey @ kinSywjHRk"" shows a J♠, J♥.",2026-02-14T09:15:26.793Z,177106052679300
"-- ending hand #242 --",2026-02-14T09:15:26.010Z,177106052601002
"""Aleksey @ kinSywjHRk"" collected 4.00 from pot",2026-02-14T09:15:26.010Z,177106052601001
"Uncalled bet of 38.24 returned to ""Aleksey @ kinSywjHRk""",2026-02-14T09:15:26.010Z,177106052601000
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:15:25.163Z,177106052516300
"""Aleksey @ kinSywjHRk"" raises to 40.24",2026-02-14T09:14:55.654Z,177106049565400
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:14:47.947Z,177106048794700
"""ivan @ tihO-0MWCV"" posts a big blind of 2.00",2026-02-14T09:14:21.829Z,177106046182906
"""Aleksey @ kinSywjHRk"" posts a small blind of 1.00",2026-02-14T09:14:21.829Z,177106046182905
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (40.24) | #9 ""derek @ 8FJWmNLuTA"" (400.00) | #10 ""Aleksey @ kinSywjHRk"" (1029.88)",2026-02-14T09:14:21.829Z,177106046182901
"-- starting hand #242 (id: hsmfifwwmcxw)  No Limit Texas Hold'em (dealer: ""derek @ 8FJWmNLuTA"") --",2026-02-14T09:14:21.829Z,177106046182900
"-- ending hand #241 --",2026-02-14T09:14:18.903Z,177106045890302
"""Aleksey @ kinSywjHRk"" collected 2.00 from pot",2026-02-14T09:14:18.903Z,177106045890301
"Uncalled bet of 1.00 returned to ""Aleksey @ kinSywjHRk""",2026-02-14T09:14:18.903Z,177106045890300
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:14:18.086Z,177106045808600
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:14:17.235Z,177106045723500
"""Aleksey @ kinSywjHRk"" posts a big blind of 2.00",2026-02-14T09:13:49.539Z,177106042953906
"""derek @ 8FJWmNLuTA"" posts a small blind of 1.00",2026-02-14T09:13:49.539Z,177106042953905
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (40.24) | #9 ""derek @ 8FJWmNLuTA"" (401.00) | #10 ""Aleksey @ kinSywjHRk"" (1028.88)",2026-02-14T09:13:49.539Z,177106042953901
"-- starting hand #241 (id: qcuaxnidf5th)  No Limit Texas Hold'em (dealer: ""ivan @ tihO-0MWCV"") --",2026-02-14T09:13:49.539Z,177106042953900
"-- ending hand #240 --",2026-02-14T09:13:46.607Z,177106042660702
"""derek @ 8FJWmNLuTA"" collected 2.00 from pot",2026-02-14T09:13:46.607Z,177106042660701
"Uncalled bet of 1.00 returned to ""derek @ 8FJWmNLuTA""",2026-02-14T09:13:46.607Z,177106042660700
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:13:45.768Z,177106042576800
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:13:40.157Z,177106042015700
"""derek @ 8FJWmNLuTA"" posts a big blind of 2.00",2026-02-14T09:13:38.286Z,177106041828606
"""ivan @ tihO-0MWCV"" posts a small blind of 1.00",2026-02-14T09:13:38.286Z,177106041828605
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (41.24) | #9 ""derek @ 8FJWmNLuTA"" (400.00) | #10 ""Aleksey @ kinSywjHRk"" (1028.88)",2026-02-14T09:13:38.286Z,177106041828601
"-- starting hand #240 (id: anuvt3etowoq)  No Limit Texas Hold'em (dealer: ""Aleksey @ kinSywjHRk"") --",2026-02-14T09:13:38.286Z,177106041828600
"-- ending hand #239 --",2026-02-14T09:13:35.351Z,177106041535102
"""ivan @ tihO-0MWCV"" collected 2.00 from pot",2026-02-14T09:13:35.351Z,177106041535101
"Uncalled bet of 1.00 returned to ""ivan @ tihO-0MWCV""",2026-02-14T09:13:35.351Z,177106041535100
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:13:34.525Z,177106041452500
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:13:32.044Z,177106041204400
"""ivan @ tihO-0MWCV"" posts a big blind of 2.00",2026-02-14T09:13:30.597Z,177106041059708
"""Aleksey @ kinSywjHRk"" posts a small blind of 1.00",2026-02-14T09:13:30.597Z,177106041059707
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (40.24) | #9 ""derek @ 8FJWmNLuTA"" (400.00) | #10 ""Aleksey @ kinSywjHRk"" (1029.88)",2026-02-14T09:13:30.597Z,177106041059703
"-- starting hand #239 (id: 09poyveifw0t)  No Limit Texas Hold'em (dealer: ""derek @ 8FJWmNLuTA"") --",2026-02-14T09:13:30.597Z,177106041059702
"The player ""colin @ 3a8wWh_QDc"" quits the game with a stack of 0.00.",2026-02-14T09:13:30.597Z,177106041059701
"The player ""ak @ x8S_Ji604V"" stand up with the stack of 306.00.",2026-02-14T09:13:30.597Z,177106041059700
"""Aleksey @ kinSywjHRk"" shows a 7♠, 7♦.",2026-02-14T09:13:28.326Z,177106040832600
"-- ending hand #238 --",2026-02-14T09:13:24.881Z,177106040488104
"""derek @ 8FJWmNLuTA"" collected 49.00 from pot with A High on the second run  (combination: 6♥, 8♠, J♠, Q♠, A♠)",2026-02-14T09:13:24.881Z,177106040488103
"""derek @ 8FJWmNLuTA"" collected 49.00 from pot with Two Pair, A's & Q's (combination: J♠, Q♥, Q♦, A♠, A♣)",2026-02-14T09:13:24.881Z,177106040488102
"""derek @ 8FJWmNLuTA"" collected 151.00 from pot with A High on the second run  (combination: 6♥, 8♠, J♠, Q♠, A♠)",2026-02-14T09:13:24.881Z,177106040488101
"""derek @ 8FJWmNLuTA"" collected 151.00 from pot with Two Pair, A's & Q's (combination: J♠, Q♥, Q♦, A♠, A♣)",2026-02-14T09:13:24.881Z,177106040488100
"River (second run): 2♥, 8♠, 4♦, Q♠ [6♥]",2026-02-14T09:13:20.878Z,177106040087800
"Turn (second run): 2♥, 8♠, 4♦ [Q♠]",2026-02-14T09:13:16.789Z,177106039678900
"Flop (second run):  [2♥, 8♠, 4♦]",2026-02-14T09:13:12.770Z,177106039277000
"River: Q♥, 3♥, A♣, 2♦ [Q♦]",2026-02-14T09:13:08.766Z,177106038876600
"Turn: Q♥, 3♥, A♣ [2♦]",2026-02-14T09:13:04.763Z,177106038476300
"Flop:  [Q♥, 3♥, A♣]",2026-02-14T09:13:00.729Z,177106038072900
"""derek @ 8FJWmNLuTA"" shows a J♠, A♠.",2026-02-14T09:12:56.694Z,177106037669402
"""ivan @ tihO-0MWCV"" shows a 10♠, 9♥.",2026-02-14T09:12:56.694Z,177106037669401
"""colin @ 3a8wWh_QDc"" shows a 5♦, A♦.",2026-02-14T09:12:56.694Z,177106037669400
"All players in hand choose to run it twice.",2026-02-14T09:12:55.859Z,177106037585901
"""ivan @ tihO-0MWCV"" chooses to  run it twice.",2026-02-14T09:12:55.859Z,177106037585900
"""colin @ 3a8wWh_QDc"" chooses to  run it twice.",2026-02-14T09:12:54.222Z,177106037422200
"""derek @ 8FJWmNLuTA"" chooses to  run it twice.",2026-02-14T09:12:53.516Z,177106037351600
"Remaining players decide whether to run it twice.",2026-02-14T09:12:52.389Z,177106037238901
"""ivan @ tihO-0MWCV"" calls 149.00",2026-02-14T09:12:52.389Z,177106037238900
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:12:49.075Z,177106036907500
"""derek @ 8FJWmNLuTA"" raises to 149.00 and go all in",2026-02-14T09:12:30.240Z,177106035024000
"""ivan @ tihO-0MWCV"" calls 100.00",2026-02-14T09:12:24.569Z,177106034456900
"""ak @ x8S_Ji604V"" folds",2026-02-14T09:12:11.853Z,177106033185300
"""colin @ 3a8wWh_QDc"" raises to 100.00 and go all in",2026-02-14T09:12:11.015Z,177106033101500
"""Aleksey @ kinSywjHRk"" posts a big blind of 2.00",2026-02-14T09:12:01.861Z,177106032186108
"""derek @ 8FJWmNLuTA"" posts a small blind of 1.00",2026-02-14T09:12:01.861Z,177106032186107
"Player stacks: #1 ""colin @ 3a8wWh_QDc"" (100.00) | #5 ""ak @ x8S_Ji604V"" (306.00) | #8 ""ivan @ tihO-0MWCV"" (189.24) | #9 ""derek @ 8FJWmNLuTA"" (149.00) | #10 ""Aleksey @ kinSywjHRk"" (1031.88)",2026-02-14T09:12:01.861Z,177106032186101
"-- starting hand #238 (id: shel0jxsbgz0)  No Limit Texas Hold'em (dealer: ""ivan @ tihO-0MWCV"") --",2026-02-14T09:12:01.861Z,177106032186100
"-- ending hand #237 --",2026-02-14T09:11:58.953Z,177106031895302
"""ak @ x8S_Ji604V"" collected 14.00 from pot",2026-02-14T09:11:58.953Z,177106031895301
"Uncalled bet of 4.00 returned to ""ak @ x8S_Ji604V""",2026-02-14T09:11:58.953Z,177106031895300
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:11:58.101Z,177106031810100
"""ak @ x8S_Ji604V"" bets 4.00",2026-02-14T09:11:47.209Z,177106030720900
"""ivan @ tihO-0MWCV"" checks",2026-02-14T09:11:34.098Z,177106029409800
"Flop:  [10♥, 4♦, J♥]",2026-02-14T09:11:31.063Z,177106029106300
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:11:30.242Z,177106029024200
"""ivan @ tihO-0MWCV"" calls 6.00",2026-02-14T09:11:27.331Z,177106028733100
"""ak @ x8S_Ji604V"" raises to 6.00",2026-02-14T09:11:25.938Z,177106028593800
"""colin @ 3a8wWh_QDc"" folds",2026-02-14T09:11:18.646Z,177106027864600
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:11:17.760Z,177106027776000
"""derek @ 8FJWmNLuTA"" posts a big blind of 2.00",2026-02-14T09:11:06.115Z,177106026611509
"""ivan @ tihO-0MWCV"" posts a small blind of 1.00",2026-02-14T09:11:06.115Z,177106026611508
"Player stacks: #1 ""colin @ 3a8wWh_QDc"" (100.00) | #5 ""ak @ x8S_Ji604V"" (298.00) | #8 ""ivan @ tihO-0MWCV"" (195.24) | #9 ""derek @ 8FJWmNLuTA"" (151.00) | #10 ""Aleksey @ kinSywjHRk"" (1031.88)",2026-02-14T09:11:06.115Z,177106026611502
"-- starting hand #237 (id: fdc82xwjc2rl)  No Limit Texas Hold'em (dealer: ""ak @ x8S_Ji604V"") --",2026-02-14T09:11:06.115Z,177106026611501
"The player ""colin @ 3a8wWh_QDc"" joined the game with a stack of 100.00.",2026-02-14T09:11:06.115Z,177106026611500
"""derek @ 8FJWmNLuTA"" shows a 9♦, A♦.",2026-02-14T09:11:03.952Z,177106026395200
"-- ending hand #236 --",2026-02-14T09:11:02.349Z,177106026234902
"""ak @ x8S_Ji604V"" collected 80.00 from pot with Two Pair, Q's & 10's (combination: A♣, 10♠, 10♦, Q♣, Q♥)",2026-02-14T09:11:02.349Z,177106026234901
"""ak @ x8S_Ji604V"" shows a 10♠, Q♣.",2026-02-14T09:11:02.349Z,177106026234900
"""derek @ 8FJWmNLuTA"" calls 22.00",2026-02-14T09:11:01.542Z,177106026154200
"""ak @ x8S_Ji604V"" bets 22.00",2026-02-14T09:10:59.068Z,177106025906800
"River: 2♣, 8♠, Q♥, A♣ [10♦]",2026-02-14T09:10:49.793Z,177106024979300
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:10:48.974Z,177106024897400
"""ak @ x8S_Ji604V"" checks",2026-02-14T09:10:46.668Z,177106024666800
"Turn: 2♣, 8♠, Q♥ [A♣]",2026-02-14T09:10:44.649Z,177106024464900
"""ak @ x8S_Ji604V"" calls 8.00",2026-02-14T09:10:43.819Z,177106024381900
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:10:39.442Z,177106023944200
"""derek @ 8FJWmNLuTA"" bets 8.00",2026-02-14T09:10:36.982Z,177106023698200
"""ak @ x8S_Ji604V"" checks",2026-02-14T09:10:32.547Z,177106023254700
"Flop:  [2♣, 8♠, Q♥]",2026-02-14T09:10:29.240Z,177106022924000
"""ivan @ tihO-0MWCV"" folds",2026-02-14T09:10:28.381Z,177106022838100
"""ak @ x8S_Ji604V"" calls 6.00",2026-02-14T09:10:27.278Z,177106022727800
"""Aleksey @ kinSywjHRk"" calls 6.00",2026-02-14T09:10:10.209Z,177106021020900
"""derek @ 8FJWmNLuTA"" raises to 6.00",2026-02-14T09:10:08.212Z,177106020821200
"""ivan @ tihO-0MWCV"" posts a big blind of 2.00",2026-02-14T09:10:05.094Z,177106020509407
"""ak @ x8S_Ji604V"" posts a small blind of 1.00",2026-02-14T09:10:05.094Z,177106020509406
"Player stacks: #5 ""ak @ x8S_Ji604V"" (254.00) | #8 ""ivan @ tihO-0MWCV"" (197.24) | #9 ""derek @ 8FJWmNLuTA"" (187.00) | #10 ""Aleksey @ kinSywjHRk"" (1037.88)",2026-02-14T09:10:05.094Z,177106020509401
"-- starting hand #236 (id: dnddaieatgxw)  No Limit Texas Hold'em (dealer: ""Aleksey @ kinSywjHRk"") --",2026-02-14T09:10:05.094Z,177106020509400
"-- ending hand #235 --",2026-02-14T09:10:02.061Z,177106020206102
"""Aleksey @ kinSywjHRk"" collected 66.00 from pot with Three of a Kind, 3's (combination: Q♣, A♦, 3♥, 3♦, 3♣)",2026-02-14T09:10:02.061Z,177106020206101
"""Aleksey @ kinSywjHRk"" shows a 3♥, 3♦.",2026-02-14T09:10:02.061Z,177106020206100
"""ivan @ tihO-0MWCV"" checks",2026-02-14T09:10:01.071Z,177106020107100
"The admin approved the player ""colin @ 3a8wWh_QDc"" participation with a stack of 100.00.",2026-02-14T09:09:59.655Z,177106019965500
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:09:58.587Z,177106019858700
"The player ""colin @ 3a8wWh_QDc"" requested a seat.",2026-02-14T09:09:57.290Z,177106019729000
"River: A♦, 3♣, 7♥, 10♠ [Q♣]",2026-02-14T09:09:52.108Z,177106019210800
"""ak @ x8S_Ji604V"" folds",2026-02-14T09:09:51.273Z,177106019127300
"""Aleksey @ kinSywjHRk"" calls 16.50",2026-02-14T09:09:49.814Z,177106018981400
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:09:44.210Z,177106018421000
"""ivan @ tihO-0MWCV"" bets 16.50",2026-02-14T09:09:42.003Z,177106018200300
"""ak @ x8S_Ji604V"" checks",2026-02-14T09:09:36.022Z,177106017602200
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:09:34.348Z,177106017434800
"Turn: A♦, 3♣, 7♥ [10♠]",2026-02-14T09:09:30.168Z,177106017016800
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:09:29.366Z,177106016936600
"""ivan @ tihO-0MWCV"" checks",2026-02-14T09:09:27.893Z,177106016789300
"""ak @ x8S_Ji604V"" checks",2026-02-14T09:09:25.391Z,177106016539100
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:09:13.046Z,177106015304600
"Flop:  [A♦, 3♣, 7♥]",2026-02-14T09:09:10.045Z,177106015004500
"""ivan @ tihO-0MWCV"" calls 8.00",2026-02-14T09:09:09.213Z,177106014921300
"""ak @ x8S_Ji604V"" calls 8.00",2026-02-14T09:09:07.049Z,177106014704900
"""Aleksey @ kinSywjHRk"" calls 8.00",2026-02-14T09:09:03.544Z,177106014354400
"""derek @ 8FJWmNLuTA"" raises to 8.00",2026-02-14T09:08:59.567Z,177106013956700
"""ivan @ tihO-0MWCV"" calls 2.00",2026-02-14T09:08:53.941Z,177106013394100
"""ak @ x8S_Ji604V"" posts a missing small blind of 1.00",2026-02-14T09:08:51.480Z,177106013148009
"""ak @ x8S_Ji604V"" posts a big blind of 2.00",2026-02-14T09:08:51.480Z,177106013148008
"""Aleksey @ kinSywjHRk"" posts a small blind of 1.00",2026-02-14T09:08:51.480Z,177106013148007
"Player stacks: #5 ""ak @ x8S_Ji604V"" (263.00) | #8 ""ivan @ tihO-0MWCV"" (221.74) | #9 ""derek @ 8FJWmNLuTA"" (195.00) | #10 ""Aleksey @ kinSywjHRk"" (996.38)",2026-02-14T09:08:51.480Z,177106013148002
"-- starting hand #235 (id: udlzwe5yzz5z)  No Limit Texas Hold'em (dealer: ""derek @ 8FJWmNLuTA"") --",2026-02-14T09:08:51.480Z,177106013148001
"The player ""ak @ x8S_Ji604V"" joined the game with a stack of 263.00.",2026-02-14T09:08:51.480Z,177106013148000
"-- ending hand #234 --",2026-02-14T09:08:48.539Z,177106012853902
"""ivan @ tihO-0MWCV"" collected 24.00 from pot",2026-02-14T09:08:48.539Z,177106012853901
"Uncalled bet of 12.00 returned to ""ivan @ tihO-0MWCV""",2026-02-14T09:08:48.539Z,177106012853900
"""Aleksey @ kinSywjHRk"" folds",2026-02-14T09:08:47.726Z,177106012772600
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:08:40.916Z,177106012091600
"""ivan @ tihO-0MWCV"" bets 12.00",2026-02-14T09:08:38.913Z,177106011891300
"""Aleksey @ kinSywjHRk"" checks",2026-02-14T09:08:34.938Z,177106011493800
"""derek @ 8FJWmNLuTA"" checks",2026-02-14T09:08:33.722Z,177106011372200
"Flop:  [9♦, K♦, 5♦]",2026-02-14T09:08:30.161Z,177106011016100
"""ivan @ tihO-0MWCV"" calls 8.00",2026-02-14T09:08:29.321Z,177106010932100
"""Aleksey @ kinSywjHRk"" calls 8.00",2026-02-14T09:08:27.146Z,177106010714600
"""derek @ 8FJWmNLuTA"" raises to 8.00",2026-02-14T09:08:21.312Z,177106010131200
"""ivan @ tihO-0MWCV"" calls 2.00",2026-02-14T09:08:17.570Z,177106009757000
"The player ""ak @ x8S_Ji604V"" sit back with the stack of 263.00.",2026-02-14T09:08:14.057Z,177106009405700
"""Aleksey @ kinSywjHRk"" posts a big blind of 2.00",2026-02-14T09:08:09.811Z,177106008981107
"""derek @ 8FJWmNLuTA"" posts a small blind of 1.00",2026-02-14T09:08:09.811Z,177106008981106
"Player stacks: #8 ""ivan @ tihO-0MWCV"" (205.74) | #9 ""derek @ 8FJWmNLuTA"" (203.00) | #10 ""Aleksey @ kinSywjHRk"" (1004.38)",2026-02-14T09:08:09.811Z,177106008981102
"-- starting hand #234 (id: zuh5ssqjkgzj)  No Limit Texas Hold'em (dealer: ""ivan @ tihO-0MWCV"") --",2026-02-14T09:08:09.811Z,177106008981101
"The player ""colin @ 3a8wWh_QDc"" quits the game with a stack of 0.00.",2026-02-14T09:08:09.811Z,177106008981100
"-- ending hand #233 --",2026-02-14T09:08:04.805Z,177106008480502
"""Aleksey @ kinSywjHRk"" collected 228.47 from pot with Two Pair, Q's & 9's on the second run  (combination: K♥, 9♣, 9♦, Q♦, Q♠)",2026-02-14T09:08:04.805Z,177106008480501
"""Aleksey @ kinSywjHRk"" collected 228.47 from pot with Two Pair, Q's & 9's (combination: K♥, 9♣, 9♦, Q♦, Q♠)",2026-02-14T09:08:04.805Z,177106008480500
"River (second run): K♥, 9♣, 7♦, 9♦ [J♥]",2026-02-14T09:08:00.758Z,177106008075800
"River: K♥, 9♣, 7♦, 9♦ [2♥]",2026-02-14T09:07:56.755Z,177106007675500
"""Aleksey @ kinSywjHRk"" shows a Q♦, Q♠.",2026-02-14T09:07:52.753Z,177106007275301
"""colin @ 3a8wWh_QDc"" shows a A♥, 10♥.",2026-02-14T09:07:52.753Z,177106007275300
"All players in hand choose to run it twice.",2026-02-14T09:07:51.883Z,177106007188301
"""colin @ 3a8wWh_QDc"" chooses to  run it twice.",2026-02-14T09:07:51.883Z,177106007188300
"""Aleksey @ kinSywjHRk"" chooses to  run it twice.",2026-02-14T09:07:47.182Z,177106006718200
"Remaining players decide whether to run it twice.",2026-02-14T09:07:45.331Z,177106006533101
"""Aleksey @ kinSywjHRk"" calls 174.97",2026-02-14T09:07:45.331Z,177106006533100
"""colin @ 3a8wWh_QDc"" raises to 174.97 and go all in",2026-02-14T09:07:38.899Z,177106005889900
"""Aleksey @ kinSywjHRk"" bets 24.00",2026-02-14T09:07:13.394Z,177106003339400
"Turn: K♥, 9♣, 7♦ [9♦]",2026-02-14T09:06:53.304Z,177106001330400
"""colin @ 3a8wWh_QDc"" calls 16.00",2026-02-14T09:06:52.465Z,177106001246500
"""Aleksey @ kinSywjHRk"" bets 16.00",2026-02-14T09:06:46.709Z,177106000670900
"Flop:  [K♥, 9♣, 7♦]",2026-02-14T09:06:36.329Z,177105999632900
"""colin @ 3a8wWh_QDc"" calls 36.00",2026-02-14T09:06:35.521Z,177105999552100
"""Aleksey @ kinSywjHRk"" raises to 36.00",2026-02-14T09:06:29.144Z,177105998914400
"""derek @ 8FJWmNLuTA"" folds",2026-02-14T09:06:14.404Z,177105997440400
